Domain Name,Record Name,Record Type,Record Value
coderworking.com,_3207abb6289bf4379996ff53fb3eea99.coderworking.com.,CNAME,_c0d391f82c874e70b3828f2847db51bc.nhsllhhtvj.acm-validations.aws.
